x U E refE
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 7.072860314116147240e-02
5.263157894736841813e-02 1.404190237894688831e-01 1.135234585565740584e-01 7.072860314116147240e-02
1.052631578947368363e-01 2.229162022582263925e-01 5.672682386649904179e-02 7.072860314116147240e-02
1.578947368421052544e-01 2.921109377334948909e-01 3.638333992349901402e-02 7.072860314116147240e-02
2.105263157894736725e-01 3.538728412103279153e-01 2.622401698913449930e-02 7.072860314116147240e-02
2.631578947368420907e-01 4.106374409637461032e-01 2.022919162777109953e-02 7.072860314116147240e-02
3.157894736842105088e-01 4.637131681608178679e-01 1.631001388001391064e-02 7.072860314116147240e-02
3.684210526315789269e-01 5.139054697537671634e-01 1.356195046537181370e-02 7.072860314116147240e-02
4.210526315789473450e-01 5.617546097778886027e-01 1.153376376304782354e-02 7.072860314116147240e-02
4.736842105263157632e-01 6.076452021103141421e-01 9.976855809929069743e-03 7.072860314116147240e-02
5.263157894736841813e-01 6.518633262074059465e-01 8.743772452978169213e-03 7.072860314116147240e-02
5.789473684210526550e-01 6.946290655421157867e-01 7.741902373623630457e-03 7.072860314116147240e-02
6.315789473684210176e-01 7.361163224604021504e-01 6.910359811726579649e-03 7.072860314116147240e-02
6.842105263157893802e-01 7.764655313680219884e-01 6.207593103167925556e-03 7.072860314116147240e-02
7.368421052631578538e-01 8.157921658761417838e-01 5.604349763831104059e-03 7.072860314116147240e-02
7.894736842105263275e-01 8.541926321765370700e-01 5.079488351831651545e-03 7.072860314116147240e-02
8.421052631578946901e-01 8.917484721525923419e-01 4.617383563382256723e-03 7.072860314116147240e-02
8.947368421052630527e-01 9.285294361375441285e-01 4.206262890059965509e-03 7.072860314116147240e-02
9.473684210526315264e-01 9.645957777629148300e-01 3.837108850051409569e-03 7.072860314116147240e-02
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 7.072860314116147240e-02
